land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room_size,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket_km,crime_rate_index,room_size,property_value
267 sqm,266,4,2,Large,0,1,Yes,5.4,1,7,0,5.5,5.74,0,211921
246 sqm,216,4,3,Large,1,1,Yes,1.5,1,2,0,1.7,5.28,1,227213
212 sqm,209,3,2,Large,0,0,No,3.3,0,5,0,6.1,5.85,0,144360
196 sqm,181,4,3,Small,1,1,No,2.2,0,22,0,2.7,1.03,0,148155
258 sqm,244,5,5,Large,1,1,Yes,5.3,1,5,0,3.6,0.41,1,234734
217 sqm,193,4,3,Large,1,0,Yes,5.6,0,2,0,4.6,1.71,0,165913
309 sqm,282,4,4,Large,1,0,Yes,5.8,1,12,0,0.5,1.93,1,269363
230 sqm,201,3,4,Small,1,0,No,5.7,1,3,0,1.1,0.1,0,177883
274 sqm,248,5,5,Large,1,1,Yes,3.3,1,12,0,2.1,0.43,0,243876
161 sqm,161,3,4,Large,0,0,Yes,2.1,1,16,0,1.2,2.94,0,145070
306 sqm,302,5,4,Large,1,1,Yes,2.5,1,20,0,2.1,5.42,1,251294
111 sqm,111,1,2,Large,0,0,No,2.6,0,21,1,4.1,4.48,0,85197
157 sqm,155,2,1,Large,0,0,Yes,4.6,0,2,0,0.8,5.54,2,130667
131 sqm,113,2,3,Small,0,0,Yes,2.4,0,11,0,6.4,1.7,2,110035
123 sqm,113,2,2,Small,1,0,No,4.8,0,3,0,6.7,1.84,1,89665
190 sqm,189,4,5,Large,1,1,Yes,3.1,1,12,0,1.8,0.38,0,174947
266 sqm,242,4,3,Large,1,1,No,4.9,1,3,0,0.6,2.72,0,218217
200 sqm,193,4,4,Small,1,1,Yes,0.8,1,10,0,5.5,3.63,0,183451
258 sqm,258,5,2,Large,1,1,Yes,2.9,0,19,0,2.7,1.58,0,199685
471 sqm,403,8,8,Large,1,1,Yes,3.9,1,7,0,2.6,2.99,3,392630
207 sqm,190,3,2,Small,0,1,No,6.9,1,21,0,1.4,4.03,0,148489
251 sqm,244,4,4,Large,1,0,Yes,2.5,1,8,0,0.7,4.87,0,219204
242 sqm,234,4,3,Small,1,1,Yes,0.4,1,19,0,2.5,0.69,1,223734
354 sqm,305,5,2,Large,1,1,Yes,6.1,1,21,0,4.7,2.97,1,281686
293 sqm,274,5,5,Large,1,1,Yes,0.1,1,4,0,0.8,5.08,1,280413
165 sqm,164,3,2,Small,0,1,No,5.1,1,9,1,3.6,1.01,0,144414
145 sqm,136,2,2,Large,1,0,No,6.6,0,3,0,6.9,2.37,0,103089
216 sqm,205,4,3,Large,1,1,Yes,6.5,1,16,0,4.9,1.9,1,190030
192 sqm,185,4,3,Small,1,1,Yes,6.1,1,10,0,1.6,3.42,1,169506
238 sqm,210,5,3,Large,1,1,Yes,4.6,1,11,0,5.3,2.64,1,211673
169 sqm,145,3,4,Large,0,0,Yes,2.2,1,5,0,4.4,1.87,1,153349
113 sqm,107,1,1,Small,1,0,Yes,3.3,0,18,0,2.5,2.85,0,97920
215 sqm,197,3,4,Large,1,1,No,5.2,0,1,0,1.4,1.89,1,171471
258 sqm,256,5,3,Large,0,1,Yes,5.1,1,13,0,6.7,2.09,0,208112
285 sqm,272,5,2,Large,1,1,Yes,4.5,1,12,0,0.8,5.6,1,240336
165 sqm,155,3,3,Small,0,0,Yes,5.8,1,19,0,2.8,0.53,0,135725
278 sqm,262,4,2,Large,1,1,Yes,4.3,1,12,0,0.4,4.64,1,240832
129 sqm,111,1,1,Small,0,0,No,2.5,0,22,0,0.9,0.96,0,94593
201 sqm,201,4,5,Large,0,1,Yes,3.5,1,10,0,4.4,2.53,0,174635
287 sqm,284,5,5,Large,0,1,Yes,2.1,1,10,0,5.8,5.16,0,237630
191 sqm,186,3,1,Large,0,0,No,6.6,1,9,1,2.4,0.92,1,173289
166 sqm,152,2,1,Small,0,0,Yes,2.4,0,1,0,2.1,2.2,0,129806
178 sqm,163,2,2,Small,1,0,Yes,5.5,0,1,0,2.4,2.54,2,146506
169 sqm,156,3,2,Large,1,0,No,4.8,1,8,0,3.3,1.87,1,142197
232 sqm,200,3,3,Small,1,0,No,1.4,0,16,0,6.8,2.29,0,157665
314 sqm,304,5,2,Small,1,1,No,4.9,1,5,0,4.1,5.66,0,237665
288 sqm,254,4,3,Large,1,1,Yes,6.3,1,9,0,0.8,3.68,0,249382
340 sqm,290,5,3,Large,1,1,Yes,1.9,1,7,0,4.1,3.22,0,290142
188 sqm,186,3,4,Large,0,0,Yes,5.7,0,14,0,5.1,1.89,1,146608
206 sqm,189,3,4,Small,1,0,No,1.5,1,15,0,0.9,5.27,1,159464
209 sqm,207,4,2,Large,1,1,Yes,4.2,1,21,0,1.2,1.19,0,177342
172 sqm,148,2,1,Small,0,0,No,2.3,0,15,0,6.5,4.42,1,113652
121 sqm,118,1,2,Small,0,0,No,6.3,0,6,0,3.2,3.5,0,80640
110 sqm,100,1,1,Large,0,0,No,6.5,1,17,0,6.8,0.17,1,82092
230 sqm,203,4,4,Large,1,1,Yes,3.4,1,17,0,1.2,0.39,1,216298
143 sqm,132,1,1,Small,1,0,No,2.8,1,7,0,5.6,5.86,0,111090
183 sqm,173,2,1,Small,1,0,Yes,0.7,0,6,0,1.7,5.23,2,163579
226 sqm,215,3,3,Large,1,1,No,0.2,1,11,0,1.7,1.98,1,210203
265 sqm,255,4,3,Large,1,1,No,5.1,1,19,0,1.5,2.61,0,200090
421 sqm,389,7,5,Large,1,1,Yes,3.4,1,22,0,2.9,4.61,3,342979
151 sqm,142,3,3,Small,1,0,No,5.6,1,16,0,0.9,4.75,1,119642
410 sqm,362,7,7,Large,1,1,Yes,2.7,1,15,0,3.2,0.4,1,347023
117 sqm,110,1,1,Small,0,0,No,6.1,0,15,0,1.9,3.09,0,73259
205 sqm,203,4,5,Small,0,0,Yes,1.3,1,18,0,5.5,5.21,1,167198
216 sqm,214,3,3,Small,0,1,No,5.9,1,22,0,1.6,2.07,2,163013
166 sqm,142,3,3,Large,1,0,No,4.3,1,10,0,3.5,3.16,0,134523
304 sqm,268,5,4,Large,1,1,Yes,4.1,1,9,0,1.6,2.58,0,264890
317 sqm,276,5,3,Large,1,1,Yes,4.5,1,16,1,3.9,2.76,0,304197
128 sqm,112,1,1,Small,0,0,No,1.1,0,20,0,3.4,5.81,0,85093
297 sqm,267,4,3,Large,1,0,Yes,3.2,1,2,0,2.4,3.67,1,254980
251 sqm,239,5,5,Large,1,1,No,2.4,1,7,0,1.3,4.99,1,216225
315 sqm,281,5,3,Large,1,1,Yes,4.7,1,13,0,5.6,0.76,0,266922
154 sqm,149,3,2,Small,0,0,Yes,1.6,1,13,0,1.4,4.43,1,135239
334 sqm,295,5,4,Large,1,1,Yes,2.2,1,6,0,3.7,2.11,0,291314
301 sqm,295,4,2,Large,1,1,Yes,6.2,0,18,0,4.7,4.6,0,211264
304 sqm,264,5,5,Large,1,1,Yes,2.4,1,21,0,0.7,2.33,0,254959
229 sqm,196,4,4,Large,1,1,Yes,3.2,1,1,0,6.4,3.25,0,213259
301 sqm,274,4,4,Large,1,1,No,4.7,0,14,0,3.1,3.06,1,211332
183 sqm,160,3,1,Small,0,1,No,4.2,0,3,1,2.8,0.77,2,169796
265 sqm,240,4,3,Large,1,1,Yes,5.1,0,3,1,0.5,3.11,0,246977
287 sqm,245,5,4,Large,1,1,Yes,5.9,1,19,0,1.6,4.72,0,230689
182 sqm,164,2,3,Small,1,0,Yes,5.7,0,18,0,6.8,2.04,1,138128
150 sqm,148,1,2,Small,0,0,No,6.1,0,17,0,4.9,4.51,0,90323
337 sqm,318,5,3,Large,1,1,Yes,5.5,1,22,0,3.7,5.18,0,265508
235 sqm,223,4,4,Large,1,1,No,3.8,1,11,0,1.3,3.28,1,191229
340 sqm,309,5,2,Large,1,0,Yes,2.6,1,21,0,5.3,2.85,0,266217
230 sqm,211,4,4,Large,1,1,Yes,6.7,0,8,0,6.8,0.25,0,182936
497 sqm,439,7,8,Large,1,1,Yes,3.4,1,19,0,3.1,4.7,2,410150
360 sqm,359,5,5,Large,1,1,Yes,2.5,1,18,0,3.2,5.32,1,285274
321 sqm,287,6,7,Large,1,1,Yes,3.1,1,6,1,2.5,5.36,1,309603
256 sqm,245,4,4,Large,1,1,Yes,4.5,1,10,0,0.9,4.61,1,226431
173 sqm,157,2,1,Small,1,0,Yes,4.5,0,11,0,3.2,5.45,0,123955
294 sqm,292,4,5,Large,0,1,Yes,4.5,1,16,0,2.1,0.68,1,240637
300 sqm,292,5,2,Large,1,1,Yes,4.1,1,17,0,3.6,1.83,0,252552
256 sqm,243,4,4,Large,1,1,Yes,0.1,0,3,0,5.3,1.64,0,221797
235 sqm,203,4,4,Small,1,1,Yes,3.6,1,3,0,3.6,4.98,1,209576
165 sqm,146,3,3,Large,0,1,No,6.1,0,10,0,2.9,4.53,2,124165
303 sqm,271,4,3,Large,1,1,Yes,5.4,1,2,0,1.1,3.11,0,259452
169 sqm,156,2,2,Large,1,0,No,6.2,0,21,0,6.5,2.63,0,108676
280 sqm,260,4,4,Small,1,1,Yes,6.7,1,17,0,2.8,2.97,0,231117
263 sqm,247,4,3,Large,1,1,Yes,0.1,1,18,0,4.9,2.4,1,246318
146 sqm,131,1,2,Small,1,0,No,0.4,0,22,0,1.5,0.41,0,124949
211 sqm,186,3,2,Large,1,0,No,3.3,0,9,0,0.6,5.34,1,152813
152 sqm,135,3,4,Small,0,0,Yes,1.1,0,6,0,3.3,4.03,0,123624
137 sqm,131,1,2,Small,0,0,No,1.8,0,1,0,3.5,1.22,0,106898
267 sqm,240,5,5,Large,1,1,Yes,1.2,1,10,0,1.4,2.65,0,239957
175 sqm,164,3,4,Small,0,1,No,6.2,0,7,0,6.6,3.53,2,117941
284 sqm,253,5,3,Small,1,1,Yes,2.2,0,3,0,3.3,3.32,0,226460
124 sqm,123,1,1,Small,0,0,No,5.2,0,8,0,2.9,0.83,0,84013
221 sqm,190,3,4,Large,1,1,No,2.7,0,16,1,3.3,2.24,1,204873
216 sqm,202,4,4,Large,1,0,Yes,1.2,1,22,0,6.3,0.06,1,192404
222 sqm,221,4,5,Large,0,1,Yes,4.7,1,2,0,3.3,4.77,0,188729
215 sqm,212,4,3,Large,1,0,Yes,4.1,0,21,0,5.8,4.16,0,159951
293 sqm,273,5,2,Large,1,1,Yes,0.2,1,17,0,0.3,1.09,0,268572
161 sqm,143,2,1,Small,0,1,No,4.1,0,4,0,4.1,0.35,1,125420
201 sqm,193,3,2,Small,0,0,No,4.6,0,16,0,1.1,5.97,0,122177
318 sqm,279,5,3,Large,1,1,No,1.4,1,5,0,2.7,5.05,0,255561
270 sqm,253,4,2,Large,1,0,Yes,4.6,1,18,0,5.3,0.51,0,213956
247 sqm,236,5,4,Small,1,1,Yes,5.3,1,7,0,2.1,5.58,0,204578
265 sqm,231,4,5,Large,1,1,Yes,0.4,1,9,1,0.5,2.15,0,278178
253 sqm,250,4,5,Small,1,1,Yes,1.3,1,20,0,6.3,3.61,0,208624
542 sqm,537,7,7,Large,1,1,Yes,4.3,1,5,0,5.4,1.55,1,442963
123 sqm,123,1,1,Large,0,0,No,0.6,0,21,0,1.5,2.54,1,97975
122 sqm,111,1,1,Small,1,0,No,3.3,0,15,0,1.5,1.09,1,97123
200 sqm,195,3,4,Small,0,1,No,2.1,1,16,0,2.1,5.46,2,158833
232 sqm,228,5,2,Large,1,0,Yes,4.6,1,3,0,4.6,5.42,1,206522
229 sqm,206,3,2,Large,0,0,No,3.7,0,18,0,1.5,1.8,2,158783
275 sqm,253,4,4,Large,1,1,Yes,3.8,0,22,0,3.2,5.74,0,206450
276 sqm,271,5,2,Large,1,1,Yes,3.2,1,9,0,4.5,3.14,1,238341
282 sqm,255,5,5,Large,1,1,No,4.9,1,5,0,1.4,0.2,1,235811
301 sqm,290,5,3,Large,1,1,Yes,0.3,1,6,0,1.4,5.27,0,271236
361 sqm,327,6,4,Large,1,1,Yes,0.5,0,4,0,2.8,3.16,1,299391
213 sqm,191,4,5,Large,1,1,Yes,4.6,1,14,0,4.3,3.19,0,188032
282 sqm,241,4,4,Large,1,1,No,6.8,1,16,0,4.5,5.72,0,210328
238 sqm,229,5,3,Large,1,1,Yes,0.5,1,21,0,5.3,0.29,1,214802
199 sqm,190,4,3,Large,1,1,Yes,3.9,1,12,0,5.9,5.92,1,170845
462 sqm,431,7,7,Large,1,1,Yes,4.9,1,1,0,6.7,2.41,3,397105
139 sqm,127,1,2,Small,0,1,No,4.5,0,8,0,0.9,0.02,1,109765
113 sqm,102,1,2,Small,1,0,No,5.9,0,16,0,4.1,2.94,0,79384
300 sqm,265,4,2,Large,1,1,Yes,5.9,1,10,0,4.7,0.67,1,259138
150 sqm,145,1,2,Large,0,0,No,3.6,1,8,0,6.2,0.66,0,115801
245 sqm,220,4,3,Small,1,1,No,5.7,1,13,0,2.3,4.62,1,190805
190 sqm,167,3,1,Small,1,0,Yes,1.9,0,16,1,0.1,2.39,2,187984
204 sqm,204,3,1,Small,0,0,Yes,3.5,0,21,0,0.4,0.53,0,160866
229 sqm,222,4,2,Large,1,1,Yes,4.2,0,13,0,5.8,5.69,2,180488
106 sqm,100,1,1,Large,1,0,No,4.6,0,11,0,4.7,3.03,1,81292
305 sqm,287,6,4,Large,1,1,Yes,6.9,1,6,0,0.4,0.42,1,279286
114 sqm,98,1,2,Large,1,0,No,2.3,0,14,1,0.9,1.61,0,104317
302 sqm,291,5,3,Large,1,1,Yes,5.4,1,16,0,3.3,0.2,1,253123
221 sqm,196,3,1,Large,1,0,No,6.9,1,14,0,6.5,1.34,1,173442
327 sqm,300,5,4,Large,1,1,Yes,5.9,1,16,0,2.4,1.26,1,282086
205 sqm,199,4,2,Small,1,1,Yes,3.3,0,9,0,6.4,5.47,2,156838
244 sqm,222,4,3,Large,1,1,Yes,0.7,0,7,0,2.3,0.73,1,215734
352 sqm,352,5,4,Large,1,1,Yes,1.1,0,20,0,2.5,5.93,0,251200
465 sqm,422,7,4,Large,1,1,Yes,1.6,1,3,0,4.4,5.18,1,389276
297 sqm,254,4,2,Small,1,1,Yes,2.4,0,20,0,5.2,1.58,1,233764
123 sqm,109,1,2,Large,0,0,No,4.4,0,12,0,0.2,5.71,0,81970
523 sqm,518,7,4,Large,1,1,Yes,6.4,1,11,0,0.8,3.02,3,421836
341 sqm,296,5,3,Large,1,1,No,3.3,1,10,0,6.6,5.12,1,269148
125 sqm,124,1,2,Small,0,1,No,4.1,0,12,0,1.1,4.29,0,83615
119 sqm,114,1,2,Large,0,0,No,3.5,1,20,0,4.2,4.98,1,86036
348 sqm,311,5,5,Small,1,1,Yes,3.5,1,13,0,6.3,0.17,1,290403
282 sqm,272,5,4,Large,1,1,Yes,6.5,1,18,0,3.4,1.36,0,231205
333 sqm,307,5,3,Large,1,1,Yes,6.8,1,21,0,4.4,5.99,0,260258
220 sqm,215,3,1,Small,0,0,No,6.6,0,20,0,6.7,3.83,2,134915
258 sqm,227,4,2,Large,1,1,Yes,5.5,1,4,0,6.1,4.35,2,236815
273 sqm,242,5,3,Large,1,1,Yes,5.1,1,4,0,4.8,4.54,0,236549
167 sqm,144,2,3,Large,0,0,Yes,5.3,0,17,1,3.1,3.46,2,148513
200 sqm,200,3,4,Large,0,0,No,6.8,0,1,0,6.5,0.55,2,143354
264 sqm,229,4,2,Large,1,1,Yes,4.6,0,20,0,2.2,4.31,1,198294
106 sqm,95,1,2,Large,1,0,No,2.2,0,6,1,5.9,5.5,1,92886
252 sqm,237,4,3,Large,1,0,Yes,5.5,1,10,0,1.9,5.46,2,214352
198 sqm,193,4,2,Large,0,1,No,1.7,1,13,0,2.6,1.78,2,168933
210 sqm,197,4,3,Large,1,1,Yes,0.5,1,10,0,5.3,1.92,2,207116
140 sqm,126,1,1,Small,0,0,No,0.5,0,1,0,2.7,1.44,1,108908
209 sqm,179,3,2,Large,1,0,No,3.9,1,10,1,2.3,4.67,2,195636
275 sqm,246,4,5,Large,1,1,Yes,0.1,1,22,0,0.2,0.4,2,275476
337 sqm,318,5,4,Large,1,1,Yes,4.3,1,2,0,3.6,2.3,2,295851
547 sqm,501,7,8,Large,1,1,Yes,0.1,1,10,0,6.6,3.71,0,436648
145 sqm,143,1,2,Small,0,0,No,1.5,0,7,0,3.8,1.91,0,108924
281 sqm,255,4,3,Large,1,1,Yes,4.7,0,19,0,3.5,5.2,2,216315
253 sqm,229,4,2,Large,1,1,No,5.1,1,4,0,4.7,0.25,1,218512
541 sqm,469,7,8,Large,1,1,Yes,2.3,1,9,0,5.5,1.95,2,452774
189 sqm,189,3,4,Large,0,0,Yes,0.4,1,17,0,2.3,1.67,0,177270
174 sqm,160,2,3,Large,1,0,Yes,2.1,0,14,0,4.1,2.35,1,144421
199 sqm,198,3,1,Small,0,0,No,4.7,1,5,0,0.6,4.73,1,155102
238 sqm,219,4,4,Large,1,0,Yes,2.3,1,3,0,0.1,2.47,2,224645
266 sqm,238,5,5,Small,1,1,Yes,4.6,1,2,0,0.1,3.61,1,246371
305 sqm,275,4,5,Large,1,1,No,2.1,0,8,0,0.9,1.86,1,235295
238 sqm,225,4,5,Large,1,0,Yes,0.1,1,8,0,3.7,2.14,1,227194
351 sqm,321,5,3,Large,1,1,Yes,1.8,0,6,0,4.2,5.14,1,267069
266 sqm,263,4,2,Large,1,1,Yes,6.1,1,17,0,6.5,5.17,2,221181
222 sqm,222,4,5,Large,1,0,Yes,4.8,0,22,0,2.7,2.25,1,177497
122 sqm,121,2,3,Small,0,1,No,0.7,0,18,0,0.3,5.41,1,93031
239 sqm,226,5,3,Large,1,1,Yes,3.6,1,20,0,1.6,0.97,2,219944
178 sqm,154,2,1,Small,1,0,No,0.1,0,11,0,2.2,0.23,0,136680
199 sqm,172,4,3,Large,1,0,Yes,5.9,1,11,0,5.8,2.02,2,173375
592 sqm,518,7,5,Large,1,1,Yes,5.3,1,20,0,4.1,5.29,2,462464
210 sqm,205,4,4,Large,1,1,Yes,3.3,1,7,0,5.9,3.9,1,183988
269 sqm,253,4,4,Large,1,1,Yes,5.3,0,2,0,2.5,4.45,1,208448
293 sqm,275,5,3,Large,1,1,Yes,1.6,1,2,0,3.1,5.41,1,255478
134 sqm,125,1,1,Large,1,0,No,5.5,0,19,0,6.6,0.83,0,93962
310 sqm,268,4,2,Large,1,0,Yes,1.9,1,8,0,3.3,1.02,1,268550
150 sqm,138,1,2,Small,1,0,No,2.6,0,21,0,5.2,5.77,0,98954
303 sqm,271,6,4,Large,1,1,Yes,2.5,1,5,0,1.7,3.27,1,271240
294 sqm,260,4,3,Large,1,1,No,2.8,1,22,0,0.2,4.79,2,244117
313 sqm,286,5,3,Large,1,1,No,2.7,0,15,0,6.5,4.48,2,217061
211 sqm,188,3,3,Small,1,0,Yes,0.7,0,11,0,4.1,3.24,1,174751
345 sqm,342,5,5,Large,1,1,Yes,6.9,1,14,0,3.8,4.24,1,270050
555 sqm,545,7,5,Large,1,1,Yes,1.8,1,1,0,4.3,4.61,2,465474
306 sqm,279,5,2,Large,1,1,Yes,1.2,1,21,0,1.1,2.82,2,275227
258 sqm,253,4,2,Large,1,0,Yes,6.4,1,15,0,2.7,3.56,2,216373
228 sqm,197,4,3,Large,1,1,Yes,1.9,1,10,0,1.8,4.84,2,213272
324 sqm,293,5,2,Large,1,1,Yes,2.7,1,4,0,2.2,5.4,1,280921
277 sqm,274,5,5,Large,0,1,Yes,4.3,1,18,0,2.3,2.91,1,223126
134 sqm,127,2,3,Small,1,1,No,4.9,0,20,0,4.5,2.75,1,100626
338 sqm,315,6,5,Large,1,1,Yes,1.2,1,20,0,6.5,0.59,0,284950
274 sqm,235,4,2,Large,1,1,Yes,6.7,0,7,1,2.5,0.48,2,257636
217 sqm,216,4,3,Large,1,0,No,5.6,1,4,1,5.7,1.91,1,199060
279 sqm,260,4,3,Large,1,0,Yes,0.8,1,22,0,3.1,4.4,1,228505
139 sqm,127,1,2,Small,0,0,No,6.2,1,19,0,2.1,1.97,0,99448
221 sqm,211,4,3,Large,1,1,Yes,0.9,1,4,0,3.5,3.2,1,209507
196 sqm,189,4,4,Large,1,1,Yes,4.6,1,10,0,5.8,1.73,1,181160
293 sqm,254,5,5,Large,1,0,No,3.3,1,2,0,2.9,3.27,2,244179
246 sqm,221,4,3,Large,1,1,Yes,1.2,1,5,0,5.1,3.53,2,229984
152 sqm,151,3,2,Small,0,1,No,3.9,1,7,0,0.4,5.97,0,114839
201 sqm,180,4,5,Large,1,1,Yes,5.7,1,1,0,6.4,1.61,1,182184
102 sqm,91,1,2,Small,1,0,No,6.6,0,5,0,6.8,1.8,0,68794
404 sqm,365,6,4,Large,1,1,Yes,3.1,1,21,0,4.5,3.91,0,318141
190 sqm,179,3,3,Large,1,1,No,6.9,1,17,0,3.4,2.36,1,148956
584 sqm,509,7,6,Large,1,1,Yes,3.5,1,11,0,5.2,0.35,3,478267
240 sqm,230,3,3,Large,1,1,No,3.2,0,4,0,0.8,3.32,0,176495
301 sqm,287,4,3,Large,1,1,Yes,4.1,1,13,0,1.7,4.06,1,249095
250 sqm,230,5,4,Large,1,1,Yes,3.4,1,6,0,1.8,2.37,2,229479
229 sqm,195,4,4,Large,1,1,Yes,6.6,1,15,0,4.4,0.11,1,210232
110 sqm,99,1,1,Small,0,1,No,6.9,0,22,0,5.7,5.2,0,68727
181 sqm,161,2,3,Large,1,0,Yes,3.2,1,12,0,0.2,4.4,1,161613
542 sqm,505,7,4,Large,1,1,Yes,5.9,1,15,0,2.5,1.19,2,431018
157 sqm,145,3,2,Small,1,0,No,3.2,1,2,0,4.4,4.52,2,124535
289 sqm,269,5,3,Large,1,1,Yes,4.3,1,21,0,2.3,5.28,2,241591
117 sqm,104,1,1,Large,0,0,No,4.8,1,13,0,5.4,3.11,0,82579
307 sqm,301,4,4,Large,1,0,Yes,6.2,1,10,0,2.9,0.56,2,275159
297 sqm,268,4,4,Large,1,0,Yes,0.2,1,5,0,0.5,2.31,1,267067
333 sqm,289,5,4,Large,1,1,No,0.5,1,1,0,4.7,3.99,2,294463
692 sqm,593,8,9,Large,1,1,Yes,0.1,1,2,0,3.4,5.27,3,560537
294 sqm,267,4,3,Large,1,1,No,4.6,0,3,0,0.7,0.44,1,233537
120 sqm,111,1,1,Large,1,0,No,6.5,0,21,0,0.2,3.01,1,88804
337 sqm,303,5,4,Large,1,1,Yes,5.8,1,8,0,3.4,4.24,1,274690
285 sqm,243,5,2,Large,1,0,No,2.9,0,6,0,3.9,0.35,1,209426
221 sqm,211,4,4,Large,1,1,Yes,5.6,0,12,0,1.4,0.51,2,185603
357 sqm,356,5,5,Large,1,1,Yes,2.3,0,1,0,4.3,1.48,2,285419
304 sqm,264,5,5,Large,1,0,Yes,4.1,1,15,0,4.3,3.01,2,252010
200 sqm,180,4,5,Large,1,1,Yes,2.2,1,1,1,5.7,5.34,1,208555
344 sqm,297,6,5,Large,1,1,Yes,1.9,1,20,0,6.4,1.26,1,287482
114 sqm,99,1,2,Small,1,0,No,1.6,1,9,0,2.2,1.1,1,103316
741 sqm,692,8,6,Large,1,1,Yes,1.7,1,2,0,0.7,1.46,2,655691
233 sqm,218,4,4,Large,1,1,Yes,1.6,1,11,0,1.6,0.8,1,215876
124 sqm,121,1,1,Large,0,0,No,5.5,0,6,0,0.9,4.74,1,89499
185 sqm,163,2,3,Small,0,1,No,0.9,0,5,0,0.6,3.81,1,151323
448 sqm,383,6,4,Large,1,1,Yes,4.1,1,10,0,5.2,0.09,1,366821
234 sqm,223,3,1,Large,1,0,No,3.6,0,7,0,3.9,2.56,1,171403
276 sqm,248,4,2,Large,1,1,No,5.7,1,18,0,6.5,5.47,1,196513
310 sqm,305,4,2,Large,1,1,Yes,4.3,1,6,0,3.9,0.47,1,270816
311 sqm,270,5,4,Large,1,1,No,1.5,1,8,0,5.3,3.05,1,254909
406 sqm,371,6,5,Large,1,1,Yes,4.7,0,20,0,2.9,4.08,0,283861
368 sqm,334,6,6,Large,1,1,Yes,5.2,1,13,0,1.3,5.09,0,296196
218 sqm,188,3,4,Large,1,0,Yes,6.5,1,10,0,1.3,5.75,1,189434
232 sqm,214,3,3,Large,1,0,Yes,4.5,1,21,0,2.4,4.61,0,184273
356 sqm,329,5,2,Large,1,1,Yes,2.9,1,2,0,3.1,1.09,2,314239
276 sqm,250,5,4,Large,1,1,Yes,4.4,1,9,0,3.3,4.86,2,241318
262 sqm,226,5,5,Large,1,1,Yes,6.5,1,15,0,2.9,1.88,2,241104
244 sqm,220,4,4,Large,1,1,Yes,6.5,1,13,0,3.7,1.74,1,212110
308 sqm,290,5,3,Large,1,1,Yes,4.1,1,21,0,1.5,5.16,1,251576
305 sqm,276,4,5,Large,1,0,Yes,1.7,0,4,0,2.3,5.22,1,234218
236 sqm,235,5,2,Large,1,1,Yes,0.2,0,7,0,0.9,4.79,2,212364
190 sqm,165,4,3,Large,1,1,Yes,4.4,1,13,0,0.6,2.57,1,184878
243 sqm,214,4,3,Large,1,0,Yes,4.6,1,7,0,0.7,5.44,1,203764
142 sqm,137,1,1,Small,0,0,No,5.2,0,18,0,5.8,1.29,1,87866
192 sqm,174,3,2,Large,1,0,Yes,6.2,1,12,0,4.7,4.83,1,157987
219 sqm,190,4,4,Small,1,1,No,3.4,1,4,0,1.3,5.53,1,180505
137 sqm,124,1,2,Large,1,0,No,3.4,0,5,0,5.9,5.75,1,97284
359 sqm,313,5,2,Large,1,1,Yes,5.3,1,9,0,4.6,0.79,2,316883
111 sqm,110,1,2,Large,0,0,No,6.1,0,5,0,0.4,5.27,1,74014
239 sqm,220,3,3,Small,1,0,Yes,5.1,0,16,0,0.5,3.43,1,174963
353 sqm,338,6,5,Large,1,1,Yes,0.4,1,21,1,6.6,3.36,1,340801
260 sqm,241,5,4,Small,1,1,Yes,1.7,1,17,0,2.4,5.2,1,231096
503 sqm,438,7,5,Large,1,1,Yes,2.9,1,3,0,0.9,3.03,2,430523
254 sqm,244,5,4,Large,1,1,Yes,1.4,1,15,0,2.7,3.16,1,220982
245 sqm,219,5,4,Large,1,1,Yes,1.5,1,12,0,1.8,2.71,2,243797
336 sqm,299,5,4,Large,1,1,Yes,3.1,1,20,0,1.8,5.03,1,275366
209 sqm,182,3,4,Large,1,1,No,0.8,1,1,0,6.8,1.71,2,204144
289 sqm,250,5,5,Large,1,1,No,6.1,1,5,0,0.4,3.12,2,251029
412 sqm,380,6,6,Large,1,1,Yes,6.7,1,6,0,4.5,3.21,1,336692
426 sqm,413,6,7,Large,1,1,Yes,0.9,1,10,0,4.5,5.7,1,349184
163 sqm,162,2,1,Small,0,0,No,3.4,0,7,0,5.7,2.8,2,109854
269 sqm,243,4,2,Large,1,1,Yes,4.4,1,9,0,1.8,4.86,1,237447
230 sqm,224,3,1,Large,0,1,No,3.9,0,16,0,1.4,1.16,2,170800
144 sqm,133,1,1,Small,0,0,No,5.8,0,19,0,0.3,5.33,1,90954
252 sqm,219,5,4,Large,1,1,Yes,5.1,1,11,0,0.7,2.38,2,232066
143 sqm,142,1,1,Large,0,0,No,4.7,0,10,0,2.8,1.2,1,97666
310 sqm,275,4,4,Large,1,1,Yes,0.2,1,6,0,0.3,4.31,2,292658
295 sqm,291,5,2,Large,0,1,Yes,2.8,1,19,0,2.7,4.77,2,241445
368 sqm,331,6,6,Large,1,1,Yes,0.8,1,8,0,3.8,1.39,2,338804
101 sqm,96,1,1,Small,0,0,No,1.2,0,4,0,2.2,1.03,0,80127
285 sqm,269,5,5,Large,1,1,Yes,6.2,1,14,0,5.9,5.09,1,235851
140 sqm,127,1,2,Large,0,0,No,6.6,0,10,0,6.5,2.04,0,90166
